Parameter_Name,Increment,Range_Min,Range_Max,Value,Type,Default,Units
LPE_FUSION,B,0,255,"['0', '1', '2', '3', '4', '5', '6', '7']",Int32,145,N
LPE_GPS_DELAY,N,0.0,0.4,N,Float,0.29,s
LPE_GPS_VXY,N,0.01,2.0,N,Float,0.25,m/s
LPE_GPS_VZ,N,0.01,2.0,N,Float,0.25,m/s
LPE_GPS_XY,N,0.01,5.0,N,Float,1.0,m
LPE_GPS_Z,N,0.01,200.0,N,Float,3.0,m
LPE_LAND_VXY,N,0.01,10.0,N,Float,0.05,m/s
LPE_LAND_Z,N,0.001,10.0,N,Float,0.03,m
LPE_LAT,N,-90.0,90.0,N,Float,47.397742,deg
LPE_LDR_OFF_Z,N,-1.0,1.0,N,Float,0.0,m
LPE_LDR_Z,N,0.01,1.0,N,Float,0.03,m
LPE_LON,N,-180.0,180.0,N,Float,8.545594,deg
LPE_LT_COV,N,0.0,10.0,N,Float,0.0001,m^2
LPE_PN_B,N,0.0,1.0,N,Float,0.001,m/s^3/sqrt(Hz)
LPE_PN_P,N,0.0,1.0,N,Float,0.1,m/s/sqrt(Hz)
LPE_PN_T,N,0.0,1.0,N,Float,0.001,m/s/sqrt(Hz)
LPE_PN_V,N,0.0,1.0,N,Float,0.1,m/s^2/sqrt(Hz)
LPE_SNR_OFF_Z,N,-1.0,1.0,N,Float,0.0,m
LPE_SNR_Z,N,0.01,1.0,N,Float,0.05,m
LPE_T_MAX_GRADE,N,0.0,100.0,N,Float,1.0,%
LPE_VIC_P,N,0.0001,1.0,N,Float,0.001,m
LPE_VIS_DELAY,N,0.0,0.1,N,Float,0.1,s
LPE_VIS_XY,N,0.01,1.0,N,Float,0.1,m
LPE_VIS_Z,N,0.01,100.0,N,Float,0.5,m
LPE_VXY_PUB,N,0.01,1.0,N,Float,0.3,m/s
LPE_X_LP,N,5.0,1000.0,N,Float,5.0,Hz
LPE_Z_PUB,N,0.3,5.0,N,Float,1.0,m
MAV_0_BROADCAST,V,N,N,"['0', '1', '2']",Int32,1,N
MAV_0_CONFIG,V,N,N,"['0', '6', '101', '102', '103', '104', '201', '202', '203', '300', '301', '401', '1000']",Int32,101,N
MAV_0_FLOW_CTRL,V,N,N,"['0', '1', '2']",Int32,2,N
MAV_0_FORWARD,V,N,N,"['0', '1']",Int32,1,N
MAV_0_HL_FREQ,0.001,0.0,50.0,N,Float,0.015,Hz
MAV_0_MODE,V,N,N,"['0', '1', '2', '3', '4', '5', '7', '8', '10', '11', '12', '13']",Int32,0,N
MAV_0_RADIO_CTL,V,N,N,"['0', '1']",Int32,1,N
MAV_0_RATE,N,0,N,N,Int32,1200,B/s
MAV_0_REMOTE_PRT,N,N,N,N,Int32,14550,N
MAV_0_UDP_PRT,N,N,N,N,Int32,14556,N
MAV_1_BROADCAST,V,N,N,"['0', '1', '2']",Int32,0,N
MAV_1_CONFIG,V,N,N,"['0', '6', '101', '102', '103', '104', '201', '202', '203', '300', '301', '401', '1000']",Int32,0,N
MAV_1_FLOW_CTRL,V,N,N,"['0', '1', '2']",Int32,2,N
MAV_1_FORWARD,V,N,N,"['0', '1']",Int32,0,N
MAV_1_HL_FREQ,0.001,0.0,50.0,N,Float,0.015,Hz
MAV_1_MODE,V,N,N,"['0', '1', '2', '3', '4', '5', '7', '8', '10', '11', '12', '13']",Int32,2,N
MAV_1_RADIO_CTL,V,N,N,"['0', '1']",Int32,1,N
MAV_1_RATE,N,0,N,N,Int32,0,B/s
MAV_1_REMOTE_PRT,N,N,N,N,Int32,0,N
MAV_1_UDP_PRT,N,N,N,N,Int32,0,N
MAV_2_BROADCAST,V,N,N,"['0', '1', '2']",Int32,0,N
MAV_2_CONFIG,V,N,N,"['0', '6', '101', '102', '103', '104', '201', '202', '203', '300', '301', '401', '1000']",Int32,0,N
MAV_2_FLOW_CTRL,V,N,N,"['0', '1', '2']",Int32,2,N
MAV_2_FORWARD,V,N,N,"['0', '1']",Int32,0,N
MAV_2_HL_FREQ,0.001,0.0,50.0,N,Float,0.015,Hz
MAV_2_MODE,V,N,N,"['0', '1', '2', '3', '4', '5', '7', '8', '10', '11', '12', '13']",Int32,0,N
MAV_2_RADIO_CTL,V,N,N,"['0', '1']",Int32,1,N
MAV_2_RATE,N,0,N,N,Int32,0,B/s
MAV_2_REMOTE_PRT,N,N,N,N,Int32,0,N
MAV_2_UDP_PRT,N,N,N,N,Int32,0,N
MAV_COMP_ID,N,1,250,N,Int32,1,N
MAV_FWDEXTSP,V,N,N,"['0', '1']",Int32,1,N
MAV_HASH_CHK_EN,V,N,N,"['0', '1']",Int32,1,N
MAV_HB_FORW_EN,V,N,N,"['0', '1']",Int32,1,N
MAV_PROTO_VER,V,N,N,"['0', '1', '2']",Int32,0,N
MAV_RADIO_TOUT,N,1,250,N,Int32,5,s
MAV_SIK_RADIO_ID,N,-1,240,N,Int32,0,N
MAV_SYS_ID,N,1,250,N,Int32,1,N
MAV_TYPE,V,0,22,"['0', '1', '2', '3', '4', '7', '8', '10', '11', '12', '13', '14', '15', '19', '20', '21', '22', '23']",Int32,0,N
MAV_USEHILGPS,V,N,N,"['0', '1']",Int32,0,N
BMM350_AVG,V,N,N,"['0', '1', '2', '3']",Int32,1,N
BMM350_DRIVE,N,0,7,N,Int32,7,N
BMM350_ODR,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8']",Int32,3,N
MBE_ENABLE,V,N,N,"['0', '1']",Int32,1,N
MBE_LEARN_GAIN,0.1,0.1,100.0,N,Float,18.0,N
MAN_ARM_GESTURE,V,N,N,"['0', '1']",Int32,1,N
MAN_KILL_GEST_T,N,-1.0,15.0,N,Float,-1.0,s
FW_GPSF_LT,N,0,3600,N,Int32,30,s
FW_GPSF_R,0.5,0.0,30.0,N,Float,15.0,deg
MIS_COMMAND_TOUT,N,0.0,N,N,Float,0.0,s
MIS_DIST_1WP,100.0,-1.0,100000.0,N,Float,10000.0,m
MIS_LND_ABRT_ALT,N,0,N,N,Int32,30,m
MIS_MNT_YAW_CTL,V,0,1,"['0', '1']",Int32,0,N
MIS_TAKEOFF_ALT,0.5,0.0,N,N,Float,2.5,m
MIS_TKO_LAND_REQ,V,N,N,"['0', '1', '2', '3', '4', '5']",Int32,0,N
MIS_YAW_ERR,1.0,0.0,90.0,N,Float,12.0,deg
MIS_YAW_TMT,1.0,-1.0,20.0,N,Float,-1.0,s
MPC_YAW_MODE,V,0,4,"['0', '1', '2', '3', '4', '5']",Int32,0,N
NAV_ACC_RAD,0.5,0.05,200.0,N,Float,10.0,m
NAV_FORCE_VT,V,N,N,"['0', '1']",Int32,1,N
NAV_FW_ALTL_RAD,N,0.05,200.0,N,Float,5.0,m
NAV_FW_ALT_RAD,0.5,0.05,200.0,N,Float,10.0,m
NAV_LOITER_RAD,0.5,25.0,1000.0,N,Float,80.0,m
NAV_MC_ALT_RAD,0.5,0.05,200.0,N,Float,0.8,m
NAV_MIN_GND_DIST,1.0,-1.0,N,N,Float,-1.0,m
NAV_MIN_LTR_ALT,0.5,-1.0,N,N,Float,-1.0,m
NAV_TRAFF_AVOID,V,N,N,"['0', '1', '2', '3', '4']",Int32,1,N
NAV_TRAFF_A_HOR,N,500.0,N,N,Float,500.0,m
NAV_TRAFF_A_VER,N,10.0,500.0,N,Float,500.0,m
NAV_TRAFF_COLL_T,N,1,900000000,N,Int32,60,s
MC_AIRMODE,V,N,N,"['0', '1', '2']",Int32,0,N
MODALAI_CONFIG,N,N,N,N,Int32,0,N
MNT_DO_STAB,V,0,2,"['0', '1', '2']",Int32,0,N
MNT_LND_P_MAX,N,-90.0,90.0,N,Float,90.0,deg
MNT_LND_P_MIN,N,-90.0,90.0,N,Float,-90.0,deg
MNT_MAN_PITCH,V,0,6,"['0', '1', '2', '3', '4', '5', '6']",Int32,0,N
MNT_MAN_ROLL,V,0,6,"['0', '1', '2', '3', '4', '5', '6']",Int32,0,N
MNT_MAN_YAW,V,0,6,"['0', '1', '2', '3', '4', '5', '6']",Int32,0,N
MNT_MAV_COMPID,N,N,N,N,Int32,154,N
MNT_MAV_SYSID,N,N,N,N,Int32,1,N
MNT_MODE_IN,V,-1,4,"['-1', '0', '1', '2', '3', '4']",Int32,-1,N
MNT_MODE_OUT,V,0,2,"['0', '1', '2']",Int32,0,N
MNT_OFF_PITCH,N,-360.0,360.0,N,Float,0.0,deg
MNT_OFF_ROLL,N,-360.0,360.0,N,Float,0.0,deg
MNT_OFF_YAW,N,-360.0,360.0,N,Float,0.0,deg
MNT_RANGE_PITCH,N,1.0,720.0,N,Float,90.0,deg
MNT_RANGE_ROLL,N,1.0,720.0,N,Float,90.0,deg
MNT_RANGE_YAW,N,1.0,720.0,N,Float,360.0,deg
MNT_RATE_PITCH,N,1.0,90.0,N,Float,30.0,deg/s
MNT_RATE_YAW,N,1.0,90.0,N,Float,30.0,deg/s
MNT_RC_IN_MODE,V,0,1,"['0', '1']",Int32,1,N
MC_ACRO_EXPO,N,0.0,1.0,N,Float,0.0,N
MC_ACRO_EXPO_Y,N,0.0,1.0,N,Float,0.0,N
MC_ACRO_P_MAX,5.0,0.0,1800.0,N,Float,100.0,deg/s
MC_ACRO_R_MAX,5.0,0.0,1800.0,N,Float,100.0,deg/s
MC_ACRO_SUPEXPO,N,0.0,0.95,N,Float,0.0,N
MC_ACRO_SUPEXPOY,N,0.0,0.95,N,Float,0.0,N
MC_ACRO_Y_MAX,5.0,0.0,1800.0,N,Float,100.0,deg/s
MC_PITCHRATE_MAX,5.0,0.0,1800.0,N,Float,220.0,deg/s
MC_PITCH_P,0.1,0.0,12.0,N,Float,6.5,N
MC_ROLLRATE_MAX,5.0,0.0,1800.0,N,Float,220.0,deg/s
MC_ROLL_P,0.1,0.0,12.0,N,Float,6.5,N
MC_YAWRATE_MAX,5.0,0.0,1800.0,N,Float,200.0,deg/s
MC_YAW_P,0.1,0.0,5.0,N,Float,2.8,N
MC_YAW_WEIGHT,0.1,0.0,1.0,N,Float,0.4,N
MPC_YAWRAUTO_ACC,5.0,5.0,360.0,N,Float,60.0,deg/s^2
MPC_YAWRAUTO_MAX,5.0,5.0,360.0,N,Float,45.0,deg/s
CP_DELAY,N,0.0,1.0,N,Float,0.4,s
CP_DIST,N,-1.0,15.0,N,Float,-1.0,m
CP_GO_NO_DATA,V,N,N,"['0', '1']",Int32,0,N
CP_GUIDE_ANG,N,0.0,90.0,N,Float,30.0,deg
MC_MAN_TILT_TAU,N,0.0,2.0,N,Float,0.0,s
MPC_ACC_DECOUPLE,V,N,N,"['0', '1']",Int32,1,N
MPC_ACC_DOWN_MAX,1.0,2.0,15.0,N,Float,3.0,m/s^2
MPC_ACC_HOR,1.0,2.0,15.0,N,Float,3.0,m/s^2
MPC_ACC_HOR_MAX,1.0,2.0,15.0,N,Float,5.0,m/s^2
MPC_ACC_UP_MAX,1.0,2.0,15.0,N,Float,4.0,m/s^2
MPC_ALT_MODE,V,0,2,"['0', '1', '2']",Int32,2,N
MPC_HOLD_DZ,0.01,0.0,1.0,N,Float,0.1,N
MPC_HOLD_MAX_XY,N,0.0,3.0,N,Float,0.8,m/s
MPC_HOLD_MAX_Z,N,0.0,3.0,N,Float,0.6,m/s
MPC_JERK_AUTO,1.0,1.0,80.0,N,Float,4.0,m/s^3
MPC_JERK_MAX,1.0,0.5,500.0,N,Float,8.0,m/s^3
MPC_LAND_ALT1,N,0.0,122.0,N,Float,10.0,m
MPC_LAND_ALT2,N,0.0,122.0,N,Float,5.0,m
MPC_LAND_ALT3,N,0.0,122.0,N,Float,1.0,m
MPC_LAND_CRWL,N,0.1,N,N,Float,0.3,m/s
MPC_LAND_RADIUS,1.0,0.0,N,N,Float,1000.0,m
MPC_LAND_RC_HELP,V,0,1,"['0', '1']",Int32,0,N
MPC_LAND_SPEED,N,0.6,N,N,Float,0.7,m/s
MPC_MANTHR_MIN,0.01,0.0,1.0,N,Float,0.08,norm
MPC_MAN_TILT_MAX,1.0,1.0,70.0,N,Float,35.0,deg
MPC_MAN_Y_MAX,10.0,0.0,400.0,N,Float,150.0,deg/s
MPC_MAN_Y_TAU,0.01,0.0,5.0,N,Float,0.08,s
MPC_POS_MODE,V,N,N,"['0', '4']",Int32,4,N
MPC_THR_CURVE,V,N,N,"['0', '1', '2']",Int32,0,N
MPC_THR_HOVER,0.01,0.1,0.8,N,Float,0.5,norm
MPC_THR_MAX,0.05,0.0,1.0,N,Float,1.0,norm
MPC_THR_MIN,0.01,0.05,0.5,N,Float,0.12,norm
MPC_THR_XY_MARG,0.01,0.0,0.5,N,Float,0.3,norm
MPC_TILTMAX_AIR,1.0,20.0,89.0,N,Float,45.0,deg
MPC_TILTMAX_LND,1.0,5.0,89.0,N,Float,12.0,deg
MPC_TKO_RAMP_T,N,0.0,5.0,N,Float,3.0,s
MPC_TKO_SPEED,N,1.0,5.0,N,Float,1.5,m/s
MPC_USE_HTE,V,N,N,"['0', '1']",Int32,1,N
MPC_VELD_LP,0.5,0.0,50.0,N,Float,5.0,Hz
MPC_VEL_LP,0.5,0.0,50.0,N,Float,0.0,Hz
MPC_VEL_MANUAL,1.0,3.0,20.0,N,Float,10.0,m/s
MPC_VEL_MAN_BACK,1.0,-1.0,20.0,N,Float,-1.0,m/s
MPC_VEL_MAN_SIDE,1.0,-1.0,20.0,N,Float,-1.0,m/s
MPC_VEL_NF_BW,0.5,0.0,50.0,N,Float,5.0,Hz
MPC_VEL_NF_FRQ,0.5,0.0,50.0,N,Float,0.0,Hz
MPC_XY_CRUISE,1.0,3.0,20.0,N,Float,5.0,m/s
MPC_XY_ERR_MAX,1.0,0.1,10.0,N,Float,2.0,N
MPC_XY_MAN_EXPO,0.01,0.0,1.0,N,Float,0.6,N
MPC_XY_P,0.1,0.0,2.0,N,Float,0.95,N
MPC_XY_TRAJ_P,0.1,0.1,1.0,N,Float,0.5,N
MPC_XY_VEL_ALL,1.0,-20.0,20.0,N,Float,-10.0,N
MPC_XY_VEL_D_ACC,0.02,0.1,2.0,N,Float,0.2,N
MPC_XY_VEL_I_ACC,0.02,0.0,60.0,N,Float,0.4,N
MPC_XY_VEL_MAX,1.0,0.0,20.0,N,Float,12.0,m/s
MPC_XY_VEL_P_ACC,0.1,1.2,5.0,N,Float,1.8,N
MPC_YAW_EXPO,0.01,0.0,1.0,N,Float,0.6,N
MPC_Z_MAN_EXPO,0.01,0.0,1.0,N,Float,0.6,N
MPC_Z_P,0.1,0.1,1.5,N,Float,1.0,N
MPC_Z_VEL_ALL,0.5,-3.0,8.0,N,Float,-3.0,N
MPC_Z_VEL_D_ACC,0.02,0.0,2.0,N,Float,0.0,N
MPC_Z_VEL_I_ACC,0.1,0.2,3.0,N,Float,2.0,N
MPC_Z_VEL_MAX_DN,0.1,0.5,4.0,N,Float,1.5,m/s
MPC_Z_VEL_MAX_UP,0.1,0.5,8.0,N,Float,3.0,m/s
MPC_Z_VEL_P_ACC,0.1,2.0,15.0,N,Float,4.0,N
MPC_Z_V_AUTO_DN,0.5,0.5,4.0,N,Float,1.5,m/s
MPC_Z_V_AUTO_UP,0.5,0.5,8.0,N,Float,3.0,m/s
SYS_VEHICLE_RESP,0.05,-1.0,1.0,N,Float,-0.4,N
WV_EN,V,N,N,"['0', '1']",Int32,0,N
WV_ROLL_MIN,N,0.0,5.0,N,Float,1.0,deg
WV_YRATE_MAX,N,0.0,120.0,N,Float,90.0,deg/s
MC_SLOW_DEF_HVEL,0.1,0.1,N,N,Float,3.0,m/s
MC_SLOW_DEF_VVEL,0.1,0.1,N,N,Float,1.0,m/s
MC_SLOW_DEF_YAWR,0.1,1.0,N,N,Float,45.0,deg/s
MC_SLOW_MAP_HVEL,V,N,N,"['0', '1', '2', '3', '4', '5', '6']",Int32,0,N
MC_SLOW_MAP_PTCH,V,N,N,"['0', '1', '2', '3', '4', '5', '6']",Int32,0,N
MC_SLOW_MAP_VVEL,V,N,N,"['0', '1', '2', '3', '4', '5', '6']",Int32,0,N
MC_SLOW_MAP_YAWR,V,N,N,"['0', '1', '2', '3', '4', '5', '6']",Int32,0,N
MC_SLOW_MIN_HVEL,0.1,0.1,N,N,Float,0.3,m/s
MC_SLOW_MIN_VVEL,0.1,0.1,N,N,Float,0.3,m/s
MC_SLOW_MIN_YAWR,0.1,1.0,N,N,Float,3.0,deg/s
MC_BAT_SCALE_EN,V,N,N,"['0', '1']",Int32,0,N
MC_PITCHRATE_D,0.0005,0.0,N,N,Float,0.003,N
MC_PITCHRATE_FF,N,0.0,N,N,Float,0.0,N
MC_PITCHRATE_I,0.01,0.0,N,N,Float,0.2,N
MC_PITCHRATE_K,0.0005,0.01,5.0,N,Float,1.0,N
MC_PITCHRATE_P,0.01,0.01,0.6,N,Float,0.15,N
MC_PR_INT_LIM,0.01,0.0,N,N,Float,0.3,N
MC_ROLLRATE_D,0.0005,0.0,0.01,N,Float,0.003,N
MC_ROLLRATE_FF,N,0.0,N,N,Float,0.0,N
MC_ROLLRATE_I,0.01,0.0,N,N,Float,0.2,N
MC_ROLLRATE_K,0.0005,0.01,5.0,N,Float,1.0,N
MC_ROLLRATE_P,0.01,0.01,0.5,N,Float,0.15,N
MC_RR_INT_LIM,0.01,0.0,N,N,Float,0.3,N
MC_YAWRATE_D,0.01,0.0,N,N,Float,0.0,N
MC_YAWRATE_FF,0.01,0.0,N,N,Float,0.0,N
MC_YAWRATE_I,0.01,0.0,N,N,Float,0.1,N
MC_YAWRATE_K,0.0005,0.0,5.0,N,Float,1.0,N
MC_YAWRATE_P,0.01,0.0,0.6,N,Float,0.2,N
MC_YAW_TQ_CUTOFF,N,0.0,10.0,N,Float,2.0,Hz
MC_YR_INT_LIM,0.01,0.0,N,N,Float,0.3,N
MSP_OSD_CONFIG,V,N,N,"['0', '6', '101', '102', '103', '104', '201', '202', '203', '300', '301', '401']",Int32,0,N
OSD_ATXXXX_CFG,V,N,N,"['0', '1', '2']",Int32,0,N
OSD_CH_HEIGHT,N,-8,8,N,Int32,0,N
OSD_DWELL_TIME,N,100,10000,N,Int32,500,N
OSD_LOG_LEVEL,N,N,N,N,Int32,3,N
OSD_SCROLL_RATE,N,100,1000,N,Int32,125,N
OSD_SYMBOLS,B,0,4194303,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21']",Int32,16383,N
PWM_SBUS_MODE,V,N,N,"['0', '1']",Int32,0,N
THR_MDL_FAC,0.1,0.0,1.0,N,Float,0.0,N
PD_GRIPPER_EN,V,N,N,"['0', '1']",Int32,0,N
PD_GRIPPER_TO,N,0.0,N,N,Float,3.0,s
PD_GRIPPER_TYPE,V,-1,0,"['-1', '0']",Int32,0,N
PLD_BTOUT,0.5,0.0,50.0,N,Float,5.0,s
PLD_FAPPR_ALT,0.1,0.0,10.0,N,Float,0.1,m
PLD_HACC_RAD,0.1,0.0,10.0,N,Float,0.2,m
PLD_MAX_SRCH,N,0,100,N,Int32,3,N
PLD_SRCH_ALT,0.1,0.0,100.0,N,Float,10.0,m
PLD_SRCH_TOUT,0.1,0.0,100.0,N,Float,10.0,s
PP_LOOKAHD_GAIN,0.01,0.1,100.0,N,Float,1.0,N
PP_LOOKAHD_MAX,0.01,0.1,100.0,N,Float,10.0,m
PP_LOOKAHD_MIN,0.01,0.1,100.0,N,Float,1.0,m
RC_CRSF_TEL_EN,V,N,N,"['0', '1']",Int32,0,N
RC_GHST_TEL_EN,V,N,N,"['0', '1']",Int32,0,N
RC_INPUT_PROTO,V,-1,7,"['-1', '0', '1', '2', '3', '4', '5', '6', '7']",Int32,-1,N
RC10_DZ,N,0.0,100.0,N,Float,0.0,N
RC10_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC10_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC10_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC10_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC11_DZ,N,0.0,100.0,N,Float,0.0,N
RC11_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC11_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC11_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC11_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC12_DZ,N,0.0,100.0,N,Float,0.0,N
RC12_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC12_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC12_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC12_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC13_DZ,N,0.0,100.0,N,Float,0.0,N
RC13_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC13_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC13_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC13_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC14_DZ,N,0.0,100.0,N,Float,0.0,N
RC14_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC14_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC14_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC14_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC15_DZ,N,0.0,100.0,N,Float,0.0,N
RC15_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC15_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC15_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC15_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC16_DZ,N,0.0,100.0,N,Float,0.0,N
RC16_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC16_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC16_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC16_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC17_DZ,N,0.0,100.0,N,Float,0.0,N
RC17_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC17_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC17_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC17_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC18_DZ,N,0.0,100.0,N,Float,0.0,N
RC18_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC18_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC18_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC18_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC1_DZ,N,0.0,100.0,N,Float,10.0,us
RC1_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC1_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC1_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC1_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC2_DZ,N,0.0,100.0,N,Float,10.0,us
RC2_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC2_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC2_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC2_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC3_DZ,N,0.0,100.0,N,Float,10.0,us
RC3_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC3_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC3_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC3_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC4_DZ,N,0.0,100.0,N,Float,10.0,us
RC4_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC4_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC4_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC4_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC5_DZ,N,0.0,100.0,N,Float,10.0,N
RC5_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC5_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC5_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC5_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC6_DZ,N,0.0,100.0,N,Float,10.0,N
RC6_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC6_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC6_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC6_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC7_DZ,N,0.0,100.0,N,Float,10.0,N
RC7_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC7_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC7_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC7_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC8_DZ,N,0.0,100.0,N,Float,10.0,N
RC8_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC8_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC8_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC8_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC9_DZ,N,0.0,100.0,N,Float,0.0,N
RC9_MAX,N,1500.0,2200.0,N,Float,2000.0,us
RC9_MIN,N,800.0,1500.0,N,Float,1000.0,us
RC9_REV,V,-1.0,1.0,"['-1.0', '1.0']",Float,1.0,N
RC9_TRIM,N,800.0,2200.0,N,Float,1500.0,us
RC_CHAN_CNT,N,0,18,N,Int32,0,N
RC_FAILS_THR,N,0,2200,N,Int32,0,us
RC_MAP_AUX1,V,0,18,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
RC_MAP_AUX2,V,0,18,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
RC_MAP_AUX3,V,0,18,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
RC_MAP_AUX4,V,0,18,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
RC_MAP_AUX5,V,0,18,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
RC_MAP_AUX6,V,0,18,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
RC_MAP_ENG_MOT,V,0,18,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
RC_MAP_FAILSAFE,V,0,18,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
RC_MAP_PARAM1,V,0,18,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
RC_MAP_PARAM2,V,0,18,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
RC_MAP_PARAM3,V,0,18,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
RC_MAP_PITCH,V,0,18,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
RC_MAP_ROLL,V,0,18,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
